"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2019-09-24";"237.5294";"97.37";"0.01";"893";"26.6";"132.95";"127.1";"243.9495";"3808.75";"6531.37"
"E";"2019-09-23";"237.5135";"97.36";"0.04";"893";"26.6";"135.12";"35.1";"243.9495";"3808.75";"6531.37"
"E";"2019-09-22";"237.4112";"97.32";"0.12";"893";"26.59";"296.83";"8.7";"243.9397";"3808.6";"6531.15"
"E";"2019-09-21";"237.1148";"97.2";"0.09";"893";"26.55";"276.6";"38.8";"243.9397";"3808.6";"6531.15"
"E";"2019-09-20";"236.8861";"97.11";"0";"893";"26.53";"148.55";"149.2";"243.9397";"3808.6";"6531.15"
"E";"2019-09-19";"236.8814";"97.11";"-0.02";"893";"26.53";"97.04";"155.4";"243.9397";"3808.6";"6531.15"
"E";"2019-09-18";"236.9376";"97.18";"0";"893";"26.53";"116.63";"114.6";"243.8207";"3808.6";"6531.15"
"E";"2019-09-17";"236.9282";"97.17";"0.04";"893";"26.53";"107.78";"13.5";"243.8207";"3808.6";"6531.15"
"E";"2019-09-16";"236.8288";"97.13";"0.09";"893";"26.52";"216.72";"5.9";"243.8207";"3808.6";"6531.15"
"E";"2019-09-15";"236.6085";"97.08";"0.16";"893";"26.5";"393.36";"8.4";"243.7351";"3808.84";"6531.5"
"E";"2019-09-14";"236.2146";"96.91";"0.13";"893";"26.45";"328.86";"6.7";"243.7351";"3795.34";"6555.5"
"E";"2019-09-13";"235.9038";"96.79";"0.06";"893";"26.42";"169.28";"17.1";"243.7351";"3795.34";"6555.5"
"E";"2019-09-12";"235.7539";"96.73";"0.06";"893";"26.4";"157.28";"7.2";"243.7351";"3795.34";"6555.5"
"E";"2019-09-11";"235.5966";"96.66";"0.06";"893";"26.38";"158.42";"25.4";"243.7351";"3795.34";"6555.5"
"E";"2019-09-10";"235.4559";"96.63";"0.03";"893";"26.37";"125.2";"49.2";"243.6789";"3795.34";"6555.5"
"E";"2019-09-09";"235.3741";"96.59";"0.02";"893";"26.36";"125.25";"73";"243.6789";"3795.34";"6555.5"
"E";"2019-09-08";"235.3152";"96.68";"0.06";"893";"26.35";"222.56";"74.9";"243.4037";"3796.1";"6556.61"
"E";"2019-09-07";"235.1606";"96.61";"0.04";"893";"26.33";"177.43";"81.4";"243.4037";"3796.1";"6556.61"
"E";"2019-09-06";"235.0556";"96.57";"0.08";"893";"26.32";"236.48";"42.3";"243.4037";"3796.1";"6556.61"
"E";"2019-09-05";"234.8514";"96.56";"0.11";"893";"26.3";"261.25";"11.3";"243.2081";"3794.98";"6556.61"
"E";"2019-09-04";"234.5945";"96.46";"0.17";"893";"26.27";"409.84";"18";"243.2081";"3794.98";"6556.61"
"E";"2019-09-03";"234.1896";"96.29";"0.18";"893";"26.23";"556.21";"32.8";"243.2081";"3794.98";"6556.61"
"E";"2019-09-02";"233.74";"96.11";"0.18";"893";"26.17";"418.94";"11.4";"243.2081";"3794.98";"6556.61"
"E";"2019-09-01";"233.3053";"95.95";"0.28";"893";"26.13";"670.67";"11.7";"243.1501";"3794.07";"6555.28"
"E";"2019-08-31";"232.6335";"95.67";"0.29";"893";"26.05";"751.86";"16.3";"243.1501";"3794.07";"6555.28"
"E";"2019-08-30";"231.9262";"95.38";"0.16";"893";"25.97";"427.58";"15.3";"243.1501";"3794.07";"6555.28"
"E";"2019-08-29";"231.5378";"95.22";"0.08";"893";"25.93";"287.31";"52.5";"243.1501";"3794.07";"6555.28"
"E";"2019-08-28";"231.343";"95.25";"0.14";"893";"25.91";"362.79";"38.9";"242.8901";"3794.07";"6555.28"
"E";"2019-08-27";"231.0042";"95.13";"0.16";"893";"25.87";"388.69";"5";"242.8401";"3794.07";"6555.28"
"E";"2019-08-26";"230.6065";"94.96";"0.17";"893";"25.82";"429.48";"11.3";"242.8525";"3794.07";"6555.28"
"E";"2019-08-25";"230.1817";"94.84";"0.27";"893";"25.78";"634.93";"5.4";"242.7171";"3793.86";"6554.97"
"E";"2019-08-24";"229.5344";"94.57";"0.25";"893";"25.7";"614.17";"10.6";"242.7171";"3793.86";"6554.97"
"E";"2019-08-23";"228.926";"94.32";"0.22";"893";"25.64";"535.86";"3.6";"242.7171";"3793.86";"6554.97"
"E";"2019-08-22";"228.3836";"94.09";"0.23";"893";"25.57";"545.02";"3.8";"242.7171";"3793.86";"6554.97"
"E";"2019-08-21";"227.8323";"93.9";"0.26";"893";"25.51";"607.73";"12.1";"242.6377";"3793.86";"6554.97"
"E";"2019-08-20";"227.1927";"93.69";"0.24";"893";"25.44";"572.8";"8.1";"242.4982";"3793.86";"6554.97"
"E";"2019-08-19";"226.6181";"93.45";"0.3";"893";"25.38";"723.9";"5.8";"242.4982";"3793.86";"6554.97"
"E";"2019-08-18";"225.883";"93.1";"0.4";"893";"25.29";"957.52";"4.8";"242.6238";"3795.82";"6557.85"
"E";"2019-08-17";"224.9189";"92.7";"0.4";"893";"25.19";"960.69";"6";"242.6238";"3795.82";"6557.85"
"E";"2019-08-16";"223.9592";"92.31";"0.28";"893";"25.08";"671.41";"3.8";"242.6238";"3795.82";"6557.85"
"E";"2019-08-15";"223.2818";"92.03";"0.25";"893";"25";"599.3";"3.7";"242.6238";"3795.82";"6557.85"
"E";"2019-08-14";"222.6744";"91.78";"0.15";"893";"24.94";"348.22";"4.9";"242.6238";"3795.82";"6557.85"
"E";"2019-08-13";"222.3092";"91.63";"0.2";"893";"24.89";"482.85";"6.3";"242.6238";"3795.82";"6557.85"
"E";"2019-08-12";"221.8258";"91.43";"0.27";"893";"24.84";"653.57";"3.7";"242.6238";"3795.82";"6557.85"
"E";"2019-08-11";"221.1764";"91.14";"0.44";"893";"24.77";"1050.14";"4.6";"242.6683";"3796.52";"6558.87"
"E";"2019-08-10";"220.1061";"90.7";"0.44";"893";"24.65";"1074.5";"12.4";"242.6683";"3796.52";"6558.87"
"E";"2019-08-09";"219.0429";"90.26";"0.31";"893";"24.53";"753.59";"8.2";"242.6683";"3796.52";"6558.87"
"E";"2019-08-08";"218.2864";"89.95";"0.24";"893";"24.44";"562.82";"3.9";"242.6683";"3796.52";"6558.87"
"E";"2019-08-07";"217.7088";"87.92";"0.3";"893";"24.38";"728.29";"3.7";"247.6083";"3796.52";"6558.87"
"E";"2019-08-06";"216.9753";"87.63";"0.21";"893";"24.3";"516.59";"3.9";"247.6083";"3796.52";"6558.87"
"E";"2019-08-05";"216.4524";"87.42";"0.16";"893";"24.24";"388.83";"7.2";"247.6083";"3796.52";"6558.87"
"E";"2019-08-04";"216.0607";"87.32";"0.23";"893";"24.19";"570.15";"4.5";"247.4266";"3793.67";"6554.71"
"E";"2019-08-03";"215.4835";"87.09";"0.22";"893";"24.13";"545.1";"7.9";"247.4266";"3793.67";"6554.71"
"E";"2019-08-02";"214.9338";"86.87";"0.21";"893";"24.07";"528.92";"4";"247.4266";"3793.67";"6554.71"
"E";"2019-08-01";"214.4026";"86.65";"0.23";"893";"24.01";"549.23";"3.6";"247.4266";"3793.67";"6554.71"
"E";"2019-07-31";"213.8406";"86.5";"0.18";"893";"23.95";"449.95";"18";"247.2076";"3793.67";"6554.71"
"E";"2019-07-30";"213.4058";"86.33";"0.18";"893";"23.9";"470.49";"41.3";"247.2076";"3793.67";"6554.71"
"E";"2019-07-29";"212.9665";"86.23";"0.15";"893";"23.85";"382.1";"33.6";"246.9836";"3793.67";"6554.71"
"E";"2019-07-28";"212.6017";"86.04";"0.22";"893";"23.81";"541.63";"21.1";"247.0918";"3795.37";"6557.19"
"E";"2019-07-27";"212.0691";"85.83";"0.19";"893";"23.75";"520.74";"53.2";"247.0918";"3795.37";"6557.19"
"E";"2019-07-26";"211.5932";"85.65";"0";"893";"23.69";"237.53";"254";"247.0518";"3795.37";"6557.19"
"E";"2019-07-25";"211.5975";"85.65";"0.01";"893";"23.7";"245.88";"230.9";"247.0518";"3795.37";"6557.19"
"E";"2019-07-24";"211.571";"85.64";"-0.02";"893";"23.69";"206.29";"254.8";"247.0518";"3795.37";"6557.19"
"E";"2019-07-23";"211.6081";"85.65";"0.04";"893";"23.7";"307.25";"214.9";"247.0518";"3795.37";"6557.19"
"E";"2019-07-22";"211.504";"85.61";"0";"893";"23.68";"232.57";"214.9";"247.0518";"3795.37";"6557.19"
"E";"2019-07-21";"211.5004";"85.62";"0.13";"893";"23.68";"420.44";"107.5";"247.019";"3794.85";"6556.43"
"E";"2019-07-20";"211.175";"85.49";"0.1";"893";"23.65";"417.4";"190.7";"247.019";"3794.85";"6556.43"
"E";"2019-07-19";"210.9394";"85.39";"-0.06";"893";"23.62";"239.88";"410.3";"247.019";"3794.85";"6556.43"
"E";"2019-07-18";"211.0982";"85.53";"-0.07";"893";"23.64";"238.39";"427.7";"246.819";"3794.85";"6556.43"
"E";"2019-07-17";"211.2759";"85.63";"-0.07";"893";"23.66";"214.77";"400.3";"246.7437";"3794.85";"6556.43"
"E";"2019-07-16";"211.4512";"85.7";"-0.07";"893";"23.68";"227.14";"415.4";"246.7437";"3794.85";"6556.43"
"E";"2019-07-15";"211.6295";"85.77";"0.2";"893";"23.7";"510.76";"15.4";"246.7437";"3794.85";"6556.43"
"E";"2019-07-14";"211.1243";"85.58";"0.39";"893";"23.64";"956.99";"3.4";"246.6956";"3794.33";"6556.21"
"E";"2019-07-13";"210.1603";"85.19";"0.36";"893";"23.53";"888.24";"4.3";"246.6956";"3794.33";"6556.21"
"E";"2019-07-12";"209.2641";"84.83";"0.2";"893";"23.43";"517.29";"22.1";"246.6956";"3794.33";"6556.21"
"E";"2019-07-11";"208.7585";"84.62";"0.16";"893";"23.38";"404.98";"22.1";"246.6956";"3794.33";"6556.21"
"E";"2019-07-10";"208.363";"84.46";"0.13";"893";"23.33";"380.12";"66.2";"246.6956";"3794.33";"6556.21"
"E";"2019-07-09";"208.0363";"84.41";"0.02";"893";"23.3";"233";"182.9";"246.4705";"3794.33";"6556.21"
"E";"2019-07-08";"207.9759";"84.38";"0.08";"893";"23.29";"297.66";"125.4";"246.4705";"3794.33";"6556.21"
"E";"2019-07-07";"207.7874";"84.3";"0.33";"893";"23.27";"797.93";"3.6";"246.4783";"3794.45";"6556.39"
"E";"2019-07-06";"206.9822";"83.98";"0.47";"893";"23.18";"795.01";"4.7";"246.4783";"3794.45";"6556.39"
"E";"2019-07-05";"205.8217";"83.51";"0.08";"893";"23.05";"574.4";"22.6";"246.4783";"3794.45";"6556.39"
"E";"2019-07-04";"205.6127";"83.42";"0.17";"893";"23.02";"433.27";"21.8";"246.4783";"3794.45";"6556.39"
"E";"2019-07-03";"205.1965";"83.25";"0.27";"893";"22.98";"411.27";"50.1";"246.4783";"3794.45";"6556.39"
"E";"2019-07-02";"204.5331";"82.98";"0.19";"893";"22.9";"485.02";"38";"246.4807";"3794.5";"6556.47"
"E";"2019-07-01";"204.0735";"82.79";"0.28";"893";"22.85";"708.96";"16.5";"246.4807";"3794.5";"6556.47"
"E";"2019-06-30";"203.3728";"82.5";"0.47";"893";"22.77";"1161.39";"9.4";"246.5";"3794.8";"6556.91"
"E";"2019-06-29";"202.2034";"82.03";"0.43";"893";"22.64";"1057.07";"6.5";"246.5";"3794.8";"6556.91"
"E";"2019-06-28";"201.138";"81.6";"0.29";"893";"22.52";"684.51";"10.2";"246.5";"3794.8";"6556.91"
"E";"2019-06-27";"200.4231";"81.34";"0.33";"893";"22.44";"831.12";"21";"246.4007";"3794.8";"6556.91"
"E";"2019-06-26";"199.5995";"81.01";"0.33";"893";"22.35";"840.38";"47.1";"246.4007";"3794.8";"6556.91"
"E";"2019-06-25";"198.7968";"80.68";"0.32";"893";"22.26";"796.94";"10.7";"246.4007";"3794.8";"6556.91"
"E";"2019-06-24";"198.0026";"80.36";"0.3";"893";"22.17";"757.42";"26.1";"246.4007";"3794.8";"6556.91"
"E";"2019-06-23";"197.2581";"80.07";"0.43";"893";"22.09";"1031.95";"10.9";"246.3659";"3794.26";"6556.11"
"E";"2019-06-22";"196.2103";"79.64";"0.42";"893";"21.97";"1020.55";"11.7";"246.3659";"3794.26";"6556.11"
"E";"2019-06-21";"195.1857";"79.23";"0.3";"893";"21.86";"731.02";"5.5";"246.3659";"3794.26";"6556.11"
"E";"2019-06-20";"194.442";"78.92";"0.31";"893";"21.77";"770.49";"4.7";"246.3659";"3794.26";"6556.11"
"E";"2019-06-19";"193.6696";"78.61";"0.25";"893";"21.69";"641.85";"28.3";"246.3659";"3794.26";"6556.11"
"E";"2019-06-18";"193.0447";"78.36";"0.31";"893";"21.62";"771.47";"9.2";"246.3659";"3794.26";"6556.11"
"E";"2019-06-17";"192.2713";"78.04";"0.34";"893";"21.53";"838.05";"10.6";"246.3659";"3794.26";"6556.11"
"E";"2019-06-16";"191.4371";"77.73";"0.29";"893";"21.44";"1032.55";"12.2";"246.2886";"3793.05";"6554.34"
"E";"2019-06-15";"190.7322";"77.44";"0.41";"893";"21.36";"1045.22";"32.5";"246.2886";"3793.05";"6554.34"
"E";"2019-06-14";"189.7297";"77.04";"0.33";"893";"21.25";"815.52";"11.6";"246.2886";"3793.05";"6554.34"
"E";"2019-06-13";"188.9156";"76.7";"0.32";"893";"21.16";"816";"40.3";"246.2886";"3793.05";"6554.34"
"E";"2019-06-12";"188.1357";"76.39";"0.35";"893";"21.07";"864.01";"10.8";"246.2886";"3793.05";"6554.34"
"E";"2019-06-11";"187.2722";"76.04";"0.3";"893";"20.97";"709.66";"17.8";"246.2886";"3793.05";"6554.34"
"E";"2019-06-10";"186.5283";"75.74";"0.42";"893";"20.89";"1032.33";"22.5";"246.2886";"3793.05";"6554.34"
"E";"2019-06-09";"185.504";"75.31";"0.45";"893";"20.77";"1099.88";"7.7";"246.3292";"3793.69";"6555.27"
"E";"2019-06-08";"184.3963";"74.86";"0.45";"893";"20.65";"1093.88";"11.6";"246.3292";"3793.69";"6555.27"
"E";"2019-06-07";"183.295";"74.41";"0.44";"893";"20.53";"1076.81";"12.2";"246.3292";"3793.69";"6555.27"
"E";"2019-06-06";"182.2179";"73.97";"0.33";"893";"20.41";"867.58";"33.1";"246.3292";"3793.69";"6555.27"
"E";"2019-06-05";"181.4004";"73.64";"0.45";"893";"20.31";"1104.91";"7.6";"246.3292";"3793.69";"6555.27"
"E";"2019-06-04";"180.2904";"73.19";"0.49";"893";"20.19";"1246.47";"20.1";"246.3292";"3793.69";"6555.27"
"E";"2019-06-03";"179.0881";"72.71";"0.5";"893";"20.05";"1282.91";"7.8";"246.3052";"3793.69";"6555.27"
"E";"2019-06-02";"177.8535";"72.17";"0.69";"893";"19.92";"1685.93";"8.3";"246.4208";"3795.65";"6558.15"
"E";"2019-06-01";"176.1599";"71.49";"0.67";"893";"19.73";"1640.65";"11.4";"246.4208";"3795.65";"6558.15"
"E";"2019-05-31";"174.4966";"70.82";"0.54";"893";"19.54";"1326.32";"6.7";"246.3788";"3805.03";"6556.9"
"E";"2019-05-30";"173.1713";"70.29";"0.51";"893";"19.39";"1262.59";"4.2";"246.3788";"3805.03";"6556.9"
"E";"2019-05-29";"171.9067";"69.77";"0.27";"893";"19.25";"670.04";"13.9";"246.3788";"3805.03";"6556.9"
"E";"2019-05-28";"171.2442";"69.5";"0.31";"893";"19.18";"786.83";"35";"246.3788";"3805.03";"6556.9"
"E";"2019-05-27";"170.4803";"69.19";"0.44";"893";"19.09";"1101.98";"4.9";"246.3788";"3805.03";"6556.9"
"E";"2019-05-26";"169.3915";"68.75";"0.51";"893";"18.97";"1218.52";"2.1";"246.3982";"3805.34";"6557.34"
"E";"2019-05-25";"168.1347";"68.24";"0.42";"893";"18.83";"1035.87";"3.8";"246.3982";"3805.34";"6557.34"
"E";"2019-05-24";"167.0927";"67.81";"0.36";"893";"18.71";"880.62";"1";"246.3982";"3805.34";"6557.34"
"E";"2019-05-23";"166.2104";"67.46";"0.29";"893";"18.61";"739.79";"33";"246.3982";"3805.34";"6557.34"
"E";"2019-05-22";"165.4974";"67.17";"0.32";"893";"18.53";"729.11";"8.9";"246.3982";"3805.34";"6557.34"
"E";"2019-05-21";"164.7156";"66.85";"0.3";"893";"18.45";"759.66";"27.5";"246.3982";"3805.34";"6557.34"
"E";"2019-05-20";"163.9783";"66.55";"0.33";"893";"18.36";"821.13";"16.4";"246.3982";"3805.34";"6557.34"
"E";"2019-05-19";"163.1706";"66.24";"0.45";"893";"18.27";"1117.89";"14.6";"246.3266";"3804.22";"6555.7"
"E";"2019-05-18";"162.0627";"65.79";"0.43";"893";"18.15";"1055.1";"5.6";"246.3266";"3804.22";"6555.7"
"E";"2019-05-17";"161.0077";"65.36";"0.19";"893";"18.03";"508.81";"38.6";"246.3266";"3804.22";"6555.7"
"E";"2019-05-16";"160.5319";"65.17";"0.15";"893";"17.98";"404.23";"41";"246.3266";"3804.22";"6555.7"
"E";"2019-05-15";"160.1631";"65.02";"0.18";"893";"17.94";"449.66";"16.9";"246.3266";"3804.22";"6555.7"
"E";"2019-05-14";"159.7244";"64.84";"0.19";"893";"17.89";"482.67";"32.6";"246.3266";"3804.22";"6555.7"
"E";"2019-05-13";"159.2684";"64.66";"0.15";"893";"17.84";"412.84";"42.4";"246.3266";"3804.22";"6555.7"
"E";"2019-05-12";"158.8919";"64.48";"0.22";"893";"17.79";"558.84";"27.6";"246.4329";"3805.88";"6558.14"
"E";"2019-05-11";"158.3545";"64.26";"0.24";"893";"17.73";"588.61";"3.6";"246.4329";"3805.88";"6558.14"
"E";"2019-05-10";"157.7634";"64.02";"0.18";"893";"17.67";"475.28";"27.4";"246.4329";"3805.88";"6558.14"
"E";"2019-05-09";"157.3111";"63.84";"0.15";"893";"17.62";"479.27";"112.7";"246.4329";"3805.88";"6558.14"
"E";"2019-05-08";"156.9389";"63.68";"0.2";"893";"17.57";"501.5";"24.9";"246.4329";"3805.88";"6558.14"
"E";"2019-05-07";"156.4567";"63.49";"0.18";"893";"17.52";"461.23";"19.2";"246.4329";"3805.88";"6558.14"
"E";"2019-05-06";"156.0087";"63.31";"0.1";"893";"17.47";"399.13";"153.5";"246.4329";"3805.88";"6558.14"
"E";"2019-05-05";"155.7577";"63.21";"0.22";"893";"17.44";"571.59";"13.1";"246.4291";"3805.82";"6558.05"
"E";"2019-05-04";"155.2127";"62.98";"0.23";"893";"17.38";"608.51";"6.3";"246.4291";"3805.82";"6558.05"
"E";"2019-05-03";"154.645";"62.75";"0.22";"893";"17.32";"562.31";"52.4";"246.4291";"3805.82";"6558.05"
"E";"2019-05-02";"154.0987";"62.53";"0.21";"893";"17.26";"543.06";"36.4";"246.4291";"3805.82";"6558.05"
"E";"2019-05-01";"153.5901";"62.33";"0.38";"893";"17.2";"918.34";"5.9";"246.4291";"3805.82";"6558.05"
"E";"2019-04-30";"152.6594";"62.01";"0.2";"893";"17.1";"515.56";"26";"246.2017";"3805.82";"6558.05"
"E";"2019-04-29";"152.1604";"61.8";"0.15";"893";"17.04";"434.34";"73";"246.2017";"3805.82";"6558.05"
"E";"2019-04-28";"151.7981";"61.67";"0.28";"893";"17";"722.99";"38.5";"246.1496";"3805";"6556.85"
"E";"2019-04-27";"151.1087";"61.39";"0.38";"893";"16.92";"929.88";"3.2";"246.1496";"3805";"6556.85"
"E";"2019-04-26";"150.1723";"61.01";"0.34";"893";"16.82";"834.3";"6.9";"246.1496";"3805";"6556.85"
"E";"2019-04-25";"149.3338";"60.67";"0.37";"893";"16.72";"944.05";"7.3";"246.1496";"3805";"6556.85"
"E";"2019-04-24";"148.4273";"60.3";"0.47";"893";"16.62";"1151.15";"15.4";"246.1496";"3805";"6556.85"
"E";"2019-04-23";"147.2783";"59.83";"0.46";"893";"16.49";"1121.16";"13.7";"246.1496";"3805";"6556.85"
"E";"2019-04-22";"146.1557";"59.38";"0.6";"893";"16.37";"1471.94";"1.7";"246.1496";"3805";"6556.85"
"E";"2019-04-21";"144.6676";"58.78";"0.56";"893";"16.2";"1363.02";"6.4";"246.1167";"3804.49";"6556.1"
"E";"2019-04-20";"143.2948";"58.22";"0.53";"893";"16.05";"1300.76";"10.9";"246.1167";"3804.49";"6556.1"
"E";"2019-04-19";"141.9876";"57.69";"0.52";"893";"15.9";"1270.14";"5.8";"246.1167";"3804.49";"6556.1"
"E";"2019-04-18";"140.7073";"57.17";"0.35";"893";"15.76";"883.19";"47.2";"246.1167";"3804.49";"6556.1"
"E";"2019-04-17";"139.8569";"56.83";"0.27";"893";"15.66";"731.27";"84.4";"246.1167";"3804.49";"6556.1"
"E";"2019-04-16";"139.2006";"56.56";"0.22";"893";"15.59";"554.68";"33.8";"246.1167";"3804.49";"6556.1"
"E";"2019-04-15";"138.6649";"56.34";"0.06";"893";"15.53";"288.38";"148.8";"246.1167";"3804.49";"6556.1"
"E";"2019-04-14";"138.5185";"56.3";"0.04";"893";"15.51";"261.21";"178.9";"246.0259";"3803.07";"6554.02"
"E";"2019-04-13";"138.4288";"56.27";"-0.02";"893";"15.5";"212.32";"276.6";"246.0259";"3803.07";"6554.02"
"E";"2019-04-12";"138.4856";"56.29";"-0.06";"893";"15.51";"213.19";"376.8";"246.0259";"3803.07";"6554.02"
"E";"2019-04-11";"138.6424";"56.35";"-0.08";"893";"15.53";"200.6";"411.6";"246.0259";"3803.07";"6554.02"
"E";"2019-04-10";"138.8444";"56.42";"-0.01";"893";"15.55";"237.12";"270";"246.0713";"3829.84";"6566.17"
"E";"2019-04-09";"138.8668";"56.43";"0.05";"893";"15.55";"228.99";"101";"246.0713";"3829.84";"6566.17"
"E";"2019-04-08";"138.7369";"56.38";"0.16";"893";"15.54";"410.8";"28.1";"246.0713";"3829.84";"6566.17"
"E";"2019-04-07";"138.3473";"56.2";"0.26";"893";"15.49";"625.03";"3.7";"246.1505";"3801.38";"6550.17"
"E";"2019-04-06";"137.7166";"55.95";"0.18";"893";"15.42";"471.49";"44.8";"246.1505";"3801.38";"6550.17"
"E";"2019-04-05";"137.2819";"55.77";"-0.04";"893";"15.37";"322.56";"434.9";"246.1505";"3801.38";"6550.17"
"E";"2019-04-04";"137.384";"55.81";"-0.44";"893";"15.38";"341.52";"392.3";"246.1505";"3801.38";"6550.17"
"E";"2019-04-03";"138.4612";"56.25";"0.21";"893";"15.51";"496.92";"93.2";"246.1505";"3801.38";"6550.17"
"E";"2019-04-02";"137.9467";"56.04";"0.53";"893";"15.45";"605.59";"10.4";"246.1505";"3801.38";"6550.17"
"E";"2019-04-01";"136.6333";"55.83";"0.84";"893";"15.3";"549.51";"166.1";"244.7326";"3777.08";"6513.99"
"E";"2019-03-31";"134.5783";"53.96";"-0.29";"893";"15.07";"625.3";"103.4";"249.3811";"3767.53";"6486.62"
"E";"2019-03-30";"135.3081";"54.25";"0.25";"893";"15.15";"740.47";"109.8";"249.404";"3649.5";"6288.05"
"E";"2019-03-29";"134.6802";"54";"0.03";"893";"15.08";"331.43";"247.4";"249.404";"3768.73";"6488.55"
"E";"2019-03-28";"134.6007";"53.97";"-0.02";"893";"15.07";"232.43";"284.8";"249.404";"3768.73";"6488.55"
"E";"2019-03-27";"134.6624";"53.99";"-0.04";"893";"15.08";"260.19";"360.1";"249.404";"3768.73";"6488.55"
"E";"2019-03-26";"134.7683";"54.04";"-0.11";"893";"15.09";"232.53";"495.3";"249.404";"3768.73";"6488.55"
"E";"2019-03-25";"135.0464";"54.15";"0.01";"893";"15.12";"355.24";"318";"249.404";"3768.73";"6488.55"
"E";"2019-03-24";"135.0096";"54.13";"0.25";"893";"15.12";"751.66";"122.7";"249.4226";"3768.97";"6488.95"
"E";"2019-03-23";"134.3836";"53.88";"0.25";"893";"15.05";"728.69";"109.9";"249.4226";"3768.97";"6488.95"
"E";"2019-03-22";"133.7656";"53.63";"0.07";"893";"14.98";"365.66";"177.4";"249.4226";"3768.97";"6488.95"
"E";"2019-03-21";"133.5827";"53.56";"-0.01";"893";"14.96";"265.09";"284.3";"249.4226";"3768.97";"6488.95"
"E";"2019-03-20";"133.6083";"53.57";"-0.1";"893";"14.96";"202.71";"440.5";"249.4226";"3768.97";"6488.95"
"E";"2019-03-19";"133.8519";"53.66";"-0.12";"893";"14.99";"197.06";"511.8";"249.4226";"3768.97";"6488.95"
"E";"2019-03-18";"134.158";"53.79";"-0.09";"893";"15.02";"211.92";"423.8";"249.4226";"3768.97";"6488.95"
"E";"2019-03-17";"134.3795";"53.86";"0.12";"893";"15.05";"455.87";"158";"249.4886";"3769.81";"6490.36"
"E";"2019-03-16";"134.0808";"53.74";"0.11";"893";"15.01";"420.78";"150.1";"249.4886";"3769.81";"6490.36"
"E";"2019-03-15";"133.8155";"53.64";"0.02";"893";"14.98";"261.31";"210.6";"249.4886";"3769.81";"6490.36"
"E";"2019-03-14";"133.7733";"53.62";"-0.05";"893";"14.98";"206.32";"319.3";"249.4886";"3769.81";"6490.36"
"E";"2019-03-13";"133.8942";"53.67";"-0.05";"893";"14.99";"266.58";"372.8";"249.4886";"3769.81";"6490.36"
"E";"2019-03-12";"134.0109";"53.71";"-0.12";"893";"15.01";"183.79";"486";"249.4886";"3769.81";"6490.36"
"E";"2019-03-11";"134.3189";"53.84";"-0.1";"893";"15.04";"151.06";"386.3";"249.4886";"3769.81";"6490.36"
"E";"2019-03-10";"134.5622";"53.96";"0.03";"893";"15.07";"291.22";"211";"249.3958";"3768.63";"6488.37"
"E";"2019-03-09";"134.4809";"53.92";"0.06";"893";"15.06";"272.31";"165";"249.3958";"3768.63";"6488.37"
"E";"2019-03-08";"134.3375";"53.87";"0.02";"893";"15.04";"251.89";"204.4";"249.3958";"3768.63";"6488.37"
"E";"2019-03-07";"134.2924";"53.85";"0.07";"893";"15.04";"271.93";"205.7";"249.3958";"3768.63";"6488.37"
"E";"2019-03-06";"134.1238";"53.78";"-0.07";"893";"15.02";"180.78";"243.8";"249.3958";"3768.63";"6488.37"
"E";"2019-03-05";"134.3102";"53.85";"-0.07";"893";"15.04";"202.03";"373.3";"249.3958";"3768.63";"6488.37"
"E";"2019-03-04";"134.4965";"53.93";"0";"893";"15.06";"274.75";"238.7";"249.3958";"3768.63";"6488.37"
"E";"2019-03-03";"134.4948";"53.93";"0.08";"893";"15.06";"308.28";"118.3";"249.3669";"3768.26";"6487.75"
"E";"2019-03-02";"134.305";"53.86";"0.04";"893";"15.04";"245.57";"154";"249.3669";"3768.26";"6487.75"
"E";"2019-03-01";"134.2144";"53.82";"-0.16";"893";"15.03";"121.04";"327.3";"249.3669";"3768.26";"6487.75"
"E";"2019-02-28";"134.6239";"53.99";"0.01";"893";"15.08";"194.53";"158.5";"249.3669";"3768.26";"6509.35"
"E";"2019-02-27";"134.599";"53.98";"-0.02";"893";"15.07";"117.3";"147.4";"249.3669";"3768.26";"6509.35"
"E";"2019-02-26";"134.6393";"53.99";"0.09";"893";"15.08";"161.96";"113.9";"249.3669";"3768.26";"6509.35"
"E";"2019-02-25";"134.4153";"53.9";"-0.12";"893";"15.05";"135.97";"396.4";"249.3669";"3768.26";"6509.35"
"E";"2019-02-24";"134.7229";"54.02";"-0.05";"893";"15.09";"196.16";"310.4";"249.3937";"3768.6";"6509.93"
"E";"2019-02-23";"134.8527";"54.07";"-0.04";"893";"15.1";"196.93";"279.7";"249.3937";"3768.6";"6509.93"
"E";"2019-02-22";"134.9543";"54.11";"-0.13";"893";"15.11";"47.69";"371.9";"249.3937";"3768.6";"6509.93"
"E";"2019-02-21";"135.2898";"54.25";"-3.22";"893";"15.15";"87.03";"305";"249.3937";"3768.6";"6509.93"
"E";"2019-02-20";"143.3112";"57.46";"-0.13";"893";"16.05";"38.76";"310.5";"249.3937";"3768.6";"6509.93"
